date,store,item,price,promotion,inventory,sales
2022-08-02,5,5,283.2,0,122,25
2022-08-02,5,6,329.97,0,113,29
2022-08-02,5,7,263.44,0,90,23
2022-08-02,5,8,340.69,0,67,29
2022-08-02,5,9,468.02,1,77,39
2022-08-02,5,10,241.8,0,61,25
2022-08-02,5,11,383.39,0,113,35
2022-08-02,5,12,261.19,1,103,35
2022-08-02,5,13,256.06,0,117,30
2022-08-02,5,14,447.01,0,68,31
2022-08-02,5,15,219.26,0,104,34
2022-08-02,5,16,227.11,0,85,32
2022-08-02,5,17,111.42,0,106,37
2022-08-02,5,18,61.06,0,73,40
2022-08-02,5,19,274.81,0,129,41
2022-08-02,5,20,486.01,0,84,40
2022-08-02,6,1,100.98,0,109,22
2022-08-02,6,2,348.23,0,93,23
2022-08-02,6,3,218.38,0,84,22
2022-08-02,6,4,336.39,0,68,22
2022-08-02,6,5,148.35,1,88,37
2022-08-02,6,6,106.21,0,119,29
2022-08-02,6,7,484.38,0,66,32
2022-08-02,6,8,199.44,0,117,31
2022-08-02,6,9,391.63,0,133,34
2022-08-02,6,10,112.87,0,57,34
2022-08-02,6,11,312.59,0,54,30
2022-08-02,6,12,389.43,0,66,25
2022-08-02,6,13,83.16,0,65,41
2022-08-02,6,14,485.13,0,81,32
2022-08-02,6,15,411.13,0,115,39
2022-08-02,6,16,65.49,0,113,39
2022-08-02,6,17,250.09,0,130,35
2022-08-02,6,18,437.11,1,112,44
2022-08-02,6,19,75.06,0,108,41
2022-08-02,6,20,91.37,0,124,40
2022-08-02,7,1,392.22,0,115,18
2022-08-02,7,2,488.09,0,102,23
2022-08-02,7,3,344.01,1,128,35
2022-08-02,7,4,133.28,1,53,31
2022-08-02,7,5,414.22,0,83,28
2022-08-02,7,6,187.45,0,63,23
2022-08-02,7,7,247.5,0,100,24
2022-08-02,7,8,452.23,0,65,25
2022-08-02,7,9,251.89,0,102,33
2022-08-02,7,10,452.11,0,89,28
2022-08-02,7,11,421.89,0,57,33
2022-08-02,7,12,275.53,0,70,39
2022-08-02,7,13,349.08,1,87,44
2022-08-02,7,14,208.81,1,71,43
2022-08-02,7,15,278.39,0,72,36
2022-08-02,7,16,62.68,0,71,35
2022-08-02,7,17,451.89,1,111,56
2022-08-02,7,18,369.68,1,98,50
2022-08-02,7,19,206.72,0,122,32
2022-08-02,7,20,483.09,1,120,62
2022-08-02,8,1,432.63,0,72,21
2022-08-02,8,2,63.14,0,43,21
2022-08-02,8,3,112.95,1,125,26
2022-08-02,8,4,368.47,0,126,29
2022-08-02,8,5,208.21,1,101,31
2022-08-02,8,6,199.67,0,50,28
2022-08-02,8,7,65.71,0,72,33
2022-08-02,8,8,197.03,0,80,31
2022-08-02,8,9,245.88,0,58,30
2022-08-02,8,10,132.25,0,121,30
2022-08-02,8,11,193.7,0,82,32
2022-08-02,8,12,124.28,1,110,44
2022-08-02,8,13,162.31,0,115,33
2022-08-02,8,14,410.58,1,61,39
2022-08-02,8,15,198.12,0,136,37
2022-08-02,8,16,228.15,1,94,46
2022-08-02,8,17,362.86,0,99,38
2022-08-02,8,18,351.36,0,61,40
2022-08-02,8,19,364.98,0,110,40
2022-08-02,8,20,327.53,1,97,52
2022-08-02,9,1,312.4,0,50,21
2022-08-02,9,2,62.29,0,62,24
2022-08-02,9,3,370.58,0,114,25
2022-08-02,9,4,206.04,0,75,27
2022-08-02,9,5,293.93,0,57,27
2022-08-02,9,6,200.87,0,76,20
2022-08-02,9,7,459.75,1,91,28
2022-08-02,9,8,239.58,1,124,32
2022-08-02,9,9,236.1,0,105,34
2022-08-02,9,10,446.3,0,75,27
2022-08-02,9,11,205.0,0,61,35
2022-08-02,9,12,117.29,0,55,28
2022-08-02,9,13,473.47,1,128,48
2022-08-02,9,14,78.17,0,107,28
2022-08-02,9,15,494.95,0,128,36
2022-08-02,9,16,244.24,0,78,37
2022-08-02,9,17,175.24,0,105,41
2022-08-02,9,18,148.96,0,72,41
2022-08-02,9,19,314.81,0,118,41
2022-08-02,9,20,232.88,0,80,38
2022-08-02,10,1,230.15,0,57,22
2022-08-02,10,2,412.11,0,83,20
2022-08-02,10,3,356.58,1,117,33
2022-08-02,10,4,144.0,0,63,21
2022-08-02,10,5,173.61,0,51,23
2022-08-02,10,6,377.47,0,53,30
2022-08-02,10,7,114.45,0,83,24
2022-08-02,10,8,381.44,0,134,40
2022-08-02,10,9,440.8,0,68,45
2022-08-02,10,10,335.84,1,125,43
2022-08-02,10,11,302.97,0,55,31
2022-08-02,10,12,347.41,0,96,39
2022-08-02,10,13,109.55,1,67,46
2022-08-02,10,14,460.21,0,82,38
2022-08-02,10,15,499.09,0,66,41
2022-08-02,10,16,451.72,0,126,44
2022-08-02,10,17,219.14,0,131,38
2022-08-02,10,18,364.33,0,75,39
2022-08-02,10,19,352.21,0,128,31
2022-08-02,10,20,494.12,1,117,51
2022-08-03,1,1,393.32,0,101,10
2022-08-03,1,2,496.67,0,49,19
2022-08-03,1,3,495.5,0,41,18
2022-08-03,1,4,354.61,0,127,29
2022-08-03,1,5,343.39,1,61,35
2022-08-03,1,6,220.72,1,118,31
2022-08-03,1,7,74.01,1,83,29
2022-08-03,1,8,195.96,0,93,17
2022-08-03,1,9,56.55,0,101,29
2022-08-03,1,10,213.94,0,90,31
2022-08-03,1,11,298.74,0,52,26
2022-08-03,1,12,393.54,0,109,25
2022-08-03,1,13,67.82,0,100,27
2022-08-03,1,14,98.66,0,98,29
2022-08-03,1,15,73.1,0,68,29
2022-08-03,1,16,281.18,0,134,35
2022-08-03,1,17,433.28,0,78,29
2022-08-03,1,18,462.05,0,47,26
2022-08-03,1,19,364.3,1,135,46
2022-08-03,1,20,153.82,0,133,41
2022-08-03,2,1,145.71,0,66,20
2022-08-03,2,2,438.16,0,85,18
2022-08-03,2,3,199.63,1,87,34
2022-08-03,2,4,188.31,0,56,22
2022-08-03,2,5,399.74,1,74,33
2022-08-03,2,6,366.59,0,99,24
2022-08-03,2,7,346.87,1,100,36
2022-08-03,2,8,112.94,1,116,41
2022-08-03,2,9,338.7,0,74,27
2022-08-03,2,10,131.0,1,77,26
2022-08-03,2,11,455.7,0,57,26
2022-08-03,2,12,389.5,0,48,19
2022-08-03,2,13,160.22,0,61,30
2022-08-03,2,14,478.61,0,77,31
2022-08-03,2,15,209.8,0,136,39
2022-08-03,2,16,432.52,0,93,30
2022-08-03,2,17,466.4,0,98,33
2022-08-03,2,18,425.12,1,76,35
2022-08-03,2,19,223.62,0,102,33
2022-08-03,2,20,112.9,0,132,34
2022-08-03,3,1,499.35,0,91,22
2022-08-03,3,2,408.42,1,54,27
2022-08-03,3,3,113.68,1,64,32
2022-08-03,3,4,78.96,0,108,19
2022-08-03,3,5,429.3,0,121,25
2022-08-03,3,6,198.57,1,60,33
2022-08-03,3,7,136.58,0,114,20
2022-08-03,3,8,380.15,0,82,25
2022-08-03,3,9,150.2,0,98,30
2022-08-03,3,10,339.6,0,122,38
2022-08-03,3,11,102.01,0,63,22
2022-08-03,3,12,180.07,0,75,25
2022-08-03,3,13,271.37,0,100,28
2022-08-03,3,14,415.55,1,96,46
2022-08-03,3,15,173.07,1,123,41
2022-08-03,3,16,136.79,0,92,26
2022-08-03,3,17,379.37,0,80,32
2022-08-03,3,18,372.92,0,67,37
2022-08-03,3,19,271.82,0,89,31
2022-08-03,3,20,92.24,0,66,43
2022-08-03,4,1,445.3,0,79,18
2022-08-03,4,2,346.07,0,48,22
2022-08-03,4,3,58.66,0,78,24
2022-08-03,4,4,71.17,0,94,20
2022-08-03,4,5,348.74,0,114,25
2022-08-03,4,6,480.29,0,121,23
2022-08-03,4,7,394.72,1,115,31
2022-08-03,4,8,207.27,1,89,35
2022-08-03,4,9,340.59,0,65,26
2022-08-03,4,10,477.25,0,80,26
2022-08-03,4,11,291.28,0,84,24
2022-08-03,4,12,50.36,1,87,40
2022-08-03,4,13,135.47,0,85,31
2022-08-03,4,14,471.68,0,66,36
2022-08-03,4,15,381.58,1,96,37
2022-08-03,4,16,400.3,1,137,40
2022-08-03,4,17,337.22,0,117,37
2022-08-03,4,18,183.49,0,122,39
2022-08-03,4,19,412.27,1,124,43
2022-08-03,4,20,460.36,0,58,37
2022-08-03,5,1,380.57,1,59,30
2022-08-03,5,2,338.33,0,69,20
2022-08-03,5,3,175.58,1,106,24
2022-08-03,5,4,169.17,0,59,18
2022-08-03,5,5,331.51,0,93,21
2022-08-03,5,6,320.71,1,115,36
2022-08-03,5,7,298.22,0,66,17
2022-08-03,5,8,175.82,1,129,35
2022-08-03,5,9,426.93,0,94,25
2022-08-03,5,10,428.39,0,110,27
2022-08-03,5,11,454.46,0,127,28
2022-08-03,5,12,66.78,0,112,34
2022-08-03,5,13,282.5,0,72,36
2022-08-03,5,14,92.85,0,80,34
2022-08-03,5,15,297.09,0,57,28
2022-08-03,5,16,480.41,0,132,35
2022-08-03,5,17,151.64,0,58,38
2022-08-03,5,18,286.78,1,134,49
2022-08-03,5,19,495.81,0,120,43
2022-08-03,5,20,295.82,0,105,42
2022-08-03,6,1,210.76,0,77,17
2022-08-03,6,2,450.27,0,106,20
2022-08-03,6,3,62.99,0,49,24
2022-08-03,6,4,339.18,1,94,31
2022-08-03,6,5,488.48,0,51,26
2022-08-03,6,6,413.82,0,121,22
2022-08-03,6,7,205.77,1,119,29
2022-08-03,6,8,389.93,0,98,27
2022-08-03,6,9,215.53,0,67,24
2022-08-03,6,10,408.63,0,99,27
2022-08-03,6,11,282.36,0,125,33
2022-08-03,6,12,461.81,0,87,27
2022-08-03,6,13,357.15,0,66,32
2022-08-03,6,14,82.08,0,116,38
2022-08-03,6,15,478.72,0,76,32
2022-08-03,6,16,159.32,1,114,48
2022-08-03,6,17,320.53,0,72,38
2022-08-03,6,18,326.45,1,145,50
2022-08-03,6,19,105.0,0,67,39
2022-08-03,6,20,117.07,0,78,41
2022-08-03,7,1,461.08,0,88,22
2022-08-03,7,2,461.78,1,113,33
2022-08-03,7,3,118.22,0,53,23
2022-08-03,7,4,158.51,0,52,19
2022-08-03,7,5,130.34,0,82,27
2022-08-03,7,6,399.76,0,62,33
2022-08-03,7,7,427.89,0,54,33
2022-08-03,7,8,343.86,0,118,29
2022-08-03,7,9,284.31,0,55,33
2022-08-03,7,10,378.85,0,136,42
2022-08-03,7,11,251.05,1,85,49
2022-08-03,7,12,203.49,1,69,43
2022-08-03,7,13,180.67,0,59,31
2022-08-03,7,14,74.9,1,109,52
2022-08-03,7,15,410.15,0,129,31
2022-08-03,7,16,450.56,0,79,37
2022-08-03,7,17,408.45,0,96,31
2022-08-03,7,18,446.55,0,68,41
2022-08-03,7,19,406.58,0,127,37
2022-08-03,7,20,124.59,0,116,39
2022-08-03,8,1,217.81,0,55,21
2022-08-03,8,2,284.91,1,94,26
2022-08-03,8,3,165.02,0,86,22
2022-08-03,8,4,482.9,0,58,22
2022-08-03,8,5,269.19,0,112,30
2022-08-03,8,6,391.56,0,102,17
2022-08-03,8,7,329.82,1,123,34
2022-08-03,8,8,108.17,0,83,32
2022-08-03,8,9,246.31,0,78,34
2022-08-03,8,10,94.45,0,96,32
2022-08-03,8,11,89.42,0,127,39
2022-08-03,8,12,111.74,1,138,42
2022-08-03,8,13,332.53,0,49,26
2022-08-03,8,14,124.65,0,108,35
2022-08-03,8,15,255.39,1,77,49
2022-08-03,8,16,264.9,0,128,38
2022-08-03,8,17,59.3,0,101,36
2022-08-03,8,18,366.18,0,69,45
2022-08-03,8,19,287.34,1,105,48
2022-08-03,8,20,89.7,0,84,43
2022-08-03,9,1,355.31,0,89,30
2022-08-03,9,2,373.46,0,91,24
2022-08-03,9,3,222.5,1,98,28
2022-08-03,9,4,468.03,0,65,21
2022-08-03,9,5,347.36,0,49,25
2022-08-03,9,6,232.98,0,93,39
2022-08-03,9,7,431.43,0,101,35
2022-08-03,9,8,284.21,0,73,34
2022-08-03,9,9,481.58,1,94,41
2022-08-03,9,10,495.34,0,131,33
2022-08-03,9,11,108.45,1,96,45
2022-08-03,9,12,193.19,0,78,31
2022-08-03,9,13,271.64,0,84,38
2022-08-03,9,14,436.44,0,108,33
2022-08-03,9,15,481.15,0,94,37
2022-08-03,9,16,260.75,0,98,41
2022-08-03,9,17,465.82,0,94,41
2022-08-03,9,18,440.65,0,107,41
2022-08-03,9,19,75.62,0,74,41
2022-08-03,9,20,135.57,1,133,51
2022-08-03,10,1,326.2,0,108,17
2022-08-03,10,2,434.73,0,111,28
2022-08-03,10,3,403.62,1,128,34
2022-08-03,10,4,162.67,0,62,24
2022-08-03,10,5,289.26,0,83,22
2022-08-03,10,6,460.43,0,115,27
2022-08-03,10,7,300.82,0,115,34
2022-08-03,10,8,385.99,0,73,29
2022-08-03,10,9,178.15,0,72,27
2022-08-03,10,10,399.61,0,89,27
2022-08-03,10,11,338.75,0,77,27
2022-08-03,10,12,106.77,0,81,38
2022-08-03,10,13,429.07,0,60,38
2022-08-03,10,14,406.83,0,109,39
2022-08-03,10,15,271.59,0,66,32
2022-08-03,10,16,379.71,0,114,44
2022-08-03,10,17,316.7,0,99,45
2022-08-03,10,18,54.64,0,140,41
2022-08-03,10,19,158.8,0,121,42
2022-08-03,10,20,333.39,0,134,45
2022-08-04,1,1,449.14,0,38,16
2022-08-04,1,2,263.55,0,54,17
2022-08-04,1,3,274.9,0,69,22
2022-08-04,1,4,60.45,0,89,19
2022-08-04,1,5,161.52,0,79,26
2022-08-04,1,6,140.8,0,93,22
2022-08-04,1,7,199.23,1,74,34
2022-08-04,1,8,359.38,0,65,25
2022-08-04,1,9,136.11,1,60,31
2022-08-04,1,10,57.99,0,115,33
2022-08-04,1,11,252.47,0,105,30
2022-08-04,1,12,194.47,0,100,38
2022-08-04,1,13,132.09,0,63,32
2022-08-04,1,14,469.87,0,57,32
2022-08-04,1,15,203.52,0,69,33
2022-08-04,1,16,218.95,0,117,35
2022-08-04,1,17,182.11,0,54,30
2022-08-04,1,18,156.85,0,78,33
2022-08-04,1,19,60.33,0,93,26
2022-08-04,1,20,58.61,0,88,35
2022-08-04,2,1,320.62,0,90,18
2022-08-04,2,2,384.0,0,103,25
2022-08-04,2,3,338.14,1,97,34
2022-08-04,2,4,88.7,0,68,19
2022-08-04,2,5,385.62,0,94,25
2022-08-04,2,6,402.83,0,63,26
2022-08-04,2,7,435.61,1,89,23
2022-08-04,2,8,285.0,1,57,34
2022-08-04,2,9,416.28,0,68,31
2022-08-04,2,10,389.83,0,53,24
2022-08-04,2,11,242.85,0,65,27
2022-08-04,2,12,237.1,0,53,27
2022-08-04,2,13,98.0,0,79,28
2022-08-04,2,14,265.52,0,106,27
2022-08-04,2,15,60.86,0,69,23
2022-08-04,2,16,177.58,0,72,34
2022-08-04,2,17,85.78,0,67,34
2022-08-04,2,18,444.47,0,98,33
2022-08-04,2,19,168.27,1,109,48
2022-08-04,2,20,497.37,0,116,37
2022-08-04,3,1,142.33,0,117,21
2022-08-04,3,2,424.6,0,44,17
2022-08-04,3,3,71.44,0,104,15
2022-08-04,3,4,394.13,0,88,27
2022-08-04,3,5,483.85,0,119,22
2022-08-04,3,6,110.55,0,116,29
2022-08-04,3,7,313.38,0,59,17
2022-08-04,3,8,177.11,1,104,30
2022-08-04,3,9,486.3,0,103,30
2022-08-04,3,10,343.35,0,50,30
2022-08-04,3,11,180.98,1,138,43
2022-08-04,3,12,341.28,1,122,36
2022-08-04,3,13,490.39,0,58,28
2022-08-04,3,14,51.58,0,75,26
2022-08-04,3,15,196.97,0,128,33
2022-08-04,3,16,440.9,0,71,39
2022-08-04,3,17,495.94,0,123,34
2022-08-04,3,18,248.75,0,128,38
2022-08-04,3,19,120.78,1,133,45
2022-08-04,3,20,64.91,1,118,46
2022-08-04,4,1,467.42,1,86,28
2022-08-04,4,2,249.31,0,74,18
2022-08-04,4,3,481.03,0,88,25
2022-08-04,4,4,82.86,0,53,21
2022-08-04,4,5,168.27,0,113,19
2022-08-04,4,6,425.96,0,90,25
2022-08-04,4,7,112.8,0,125,33
2022-08-04,4,8,289.13,0,65,32
2022-08-04,4,9,448.25,0,117,30
2022-08-04,4,10,385.17,0,117,34
2022-08-04,4,11,132.46,0,56,28
2022-08-04,4,12,162.46,0,51,31
2022-08-04,4,13,186.09,1,114,49
2022-08-04,4,14,120.81,0,60,34
2022-08-04,4,15,68.46,0,78,39
2022-08-04,4,16,138.24,0,101,32
2022-08-04,4,17,298.16,1,67,42
2022-08-04,4,18,176.84,0,117,39
2022-08-04,4,19,82.72,0,94,39
2022-08-04,4,20,165.58,0,67,34
2022-08-04,5,1,322.56,0,71,28
2022-08-04,5,2,86.38,1,108,26
2022-08-04,5,3,498.14,1,109,26
2022-08-04,5,4,54.41,0,56,21
2022-08-04,5,5,296.02,1,59,33
2022-08-04,5,6,221.11,1,117,36
2022-08-04,5,7,291.16,1,104,42
2022-08-04,5,8,160.0,0,92,28
2022-08-04,5,9,244.31,0,54,33
2022-08-04,5,10,394.37,1,106,37
2022-08-04,5,11,230.82,0,80,22
2022-08-04,5,12,310.14,0,107,30
2022-08-04,5,13,208.21,0,96,36
2022-08-04,5,14,211.6,1,121,44
2022-08-04,5,15,292.07,1,102,45
2022-08-04,5,16,352.2,1,65,43
2022-08-04,5,17,95.5,0,122,33
2022-08-04,5,18,285.34,0,77,35
2022-08-04,5,19,481.95,0,122,36
2022-08-04,5,20,433.73,0,112,40
2022-08-04,6,1,83.11,0,68,20
2022-08-04,6,2,273.47,0,89,20
2022-08-04,6,3,376.52,1,102,29
2022-08-04,6,4,333.52,0,41,20
2022-08-04,6,5,352.29,0,94,33
2022-08-04,6,6,352.16,0,56,25
2022-08-04,6,7,453.84,1,91,37
2022-08-04,6,8,315.6,0,71,26
2022-08-04,6,9,65.69,0,110,25
2022-08-04,6,10,142.74,0,105,38
2022-08-04,6,11,242.58,0,99,30
2022-08-04,6,12,345.07,0,72,33
2022-08-04,6,13,298.22,1,129,41
2022-08-04,6,14,216.46,0,115,35
2022-08-04,6,15,356.08,1,104,47
2022-08-04,6,16,364.81,0,128,30
2022-08-04,6,17,186.52,0,81,34
2022-08-04,6,18,359.67,0,74,43
2022-08-04,6,19,259.58,0,72,44
2022-08-04,6,20,65.46,0,104,36
2022-08-04,7,1,74.76,0,91,19
2022-08-04,7,2,297.22,1,104,35
2022-08-04,7,3,392.29,0,120,26
2022-08-04,7,4,248.97,0,58,26
2022-08-04,7,5,396.39,0,55,26
2022-08-04,7,6,136.97,0,58,28
2022-08-04,7,7,194.68,0,104,29
2022-08-04,7,8,277.14,1,136,40
2022-08-04,7,9,376.38,0,63,21
2022-08-04,7,10,147.59,0,86,39
2022-08-04,7,11,66.81,0,72,31
2022-08-04,7,12,299.31,0,123,38
2022-08-04,7,13,362.03,0,64,35
2022-08-04,7,14,177.72,0,128,29
2022-08-04,7,15,425.06,0,103,34
2022-08-04,7,16,313.08,0,94,33
2022-08-04,7,17,215.98,0,99,41
2022-08-04,7,18,89.59,0,127,35
2022-08-04,7,19,197.64,0,99,45
2022-08-04,7,20,111.36,1,130,43
2022-08-04,8,1,113.29,0,101,18
2022-08-04,8,2,93.44,1,76,33
2022-08-04,8,3,367.77,0,46,22
2022-08-04,8,4,217.43,0,62,29
2022-08-04,8,5,426.69,1,101,34
2022-08-04,8,6,176.82,0,61,24
2022-08-04,8,7,320.67,0,68,29
2022-08-04,8,8,285.82,0,91,30
2022-08-04,8,9,272.25,0,64,27
2022-08-04,8,10,373.7,0,80,26
2022-08-04,8,11,449.76,0,77,31
2022-08-04,8,12,341.89,0,104,34
2022-08-04,8,13,213.38,0,56,27
2022-08-04,8,14,292.38,0,83,23
2022-08-04,8,15,297.45,0,111,40
2022-08-04,8,16,426.24,0,88,44
2022-08-04,8,17,139.67,0,88,38
2022-08-04,8,18,335.45,1,85,48
2022-08-04,8,19,51.68,0,66,35
2022-08-04,8,20,326.15,0,103,41
2022-08-04,9,1,454.36,0,121,27
2022-08-04,9,2,360.94,1,97,32
2022-08-04,9,3,66.2,1,67,28
2022-08-04,9,4,142.74,0,109,28
2022-08-04,9,5,388.83,0,112,24
2022-08-04,9,6,486.24,0,91,27
2022-08-04,9,7,434.14,0,59,31
2022-08-04,9,8,102.78,0,56,25
2022-08-04,9,9,496.43,0,76,31
2022-08-04,9,10,181.88,0,68,33
2022-08-04,9,11,90.37,0,102,31
2022-08-04,9,12,146.64,0,74,41
2022-08-04,9,13,307.46,0,127,35
2022-08-04,9,14,462.59,1,107,35
2022-08-04,9,15,370.0,1,77,45
2022-08-04,9,16,409.86,0,90,28
2022-08-04,9,17,79.88,1,77,47
2022-08-04,9,18,83.64,1,97,50
2022-08-04,9,19,404.97,0,121,42
2022-08-04,9,20,156.19,0,98,41
2022-08-04,10,1,172.47,1,98,31
2022-08-04,10,2,308.81,0,43,22
2022-08-04,10,3,272.03,0,54,29
2022-08-04,10,4,217.91,0,88,28
2022-08-04,10,5,321.24,0,87,27
2022-08-04,10,6,404.96,0,82,23
2022-08-04,10,7,297.35,0,110,33
2022-08-04,10,8,83.14,0,124,25
2022-08-04,10,9,428.52,0,119,35
2022-08-04,10,10,428.65,0,125,29
2022-08-04,10,11,106.79,0,85,32
2022-08-04,10,12,68.71,0,65,31
2022-08-04,10,13,93.87,0,77,39
2022-08-04,10,14,427.0,0,146,49
2022-08-04,10,15,125.03,0,70,30
2022-08-04,10,16,378.78,0,101,41
2022-08-04,10,17,427.66,0,69,34
2022-08-04,10,18,142.92,1,72,49
2022-08-04,10,19,493.4,0,112,38
2022-08-04,10,20,87.35,0,65,41
2022-08-05,1,1,80.45,0,72,23
2022-08-05,1,2,121.05,1,70,23
2022-08-05,1,3,461.48,0,51,23
2022-08-05,1,4,55.94,1,75,25
2022-08-05,1,5,207.4,0,53,32
2022-08-05,1,6,322.44,0,89,17
2022-08-05,1,7,347.6,0,70,20
2022-08-05,1,8,147.3,0,49,27
2022-08-05,1,9,341.61,0,117,23
2022-08-05,1,10,246.13,0,114,15
2022-08-05,1,11,222.83,1,85,28
2022-08-05,1,12,81.02,0,135,40
2022-08-05,1,13,425.45,0,87,29
2022-08-05,1,14,484.12,0,88,27
2022-08-05,1,15,263.86,0,66,27
2022-08-05,1,16,409.3,0,82,35
2022-08-05,1,17,256.14,0,58,35
2022-08-05,1,18,439.86,0,98,39
2022-08-05,1,19,158.33,1,64,39
2022-08-05,1,20,471.4,0,101,38
2022-08-05,2,1,475.33,1,96,21
2022-08-05,2,2,84.95,0,120,22
2022-08-05,2,3,78.3,0,113,21
2022-08-05,2,4,88.8,1,83,25
2022-08-05,2,5,83.91,0,101,20
2022-08-05,2,6,301.89,0,83,24
2022-08-05,2,7,387.29,1,128,32
2022-08-05,2,8,214.82,0,106,31
2022-08-05,2,9,350.35,0,63,31
2022-08-05,2,10,457.7,1,69,32
2022-08-05,2,11,413.07,0,110,33
2022-08-05,2,12,307.64,1,67,35
2022-08-05,2,13,298.37,0,122,32
2022-08-05,2,14,224.03,0,106,29
2022-08-05,2,15,243.35,0,130,40
2022-08-05,2,16,75.89,0,68,38
2022-08-05,2,17,74.7,1,97,47
2022-08-05,2,18,388.16,1,113,54
2022-08-05,2,19,497.42,0,63,32
2022-08-05,2,20,315.42,0,97,36
2022-08-05,3,1,176.82,0,104,15
2022-08-05,3,2,368.23,0,79,23
2022-08-05,3,3,275.12,0,114,19
2022-08-05,3,4,407.81,0,109,25
2022-08-05,3,5,365.73,1,62,26
2022-08-05,3,6,56.64,1,103,28
2022-08-05,3,7,290.49,0,74,23
2022-08-05,3,8,242.58,0,103,28
2022-08-05,3,9,448.98,0,94,25
2022-08-05,3,10,354.23,0,52,27
2022-08-05,3,11,486.64,1,107,31
2022-08-05,3,12,161.28,0,92,25
2022-08-05,3,13,226.55,0,94,31
2022-08-05,3,14,97.81,0,110,35
2022-08-05,3,15,383.02,1,97,39
2022-08-05,3,16,379.55,0,65,40
2022-08-05,3,17,411.19,0,88,33
2022-08-05,3,18,348.41,0,72,33
2022-08-05,3,19,150.72,0,89,40
2022-08-05,3,20,138.21,0,67,42
2022-08-05,4,1,366.63,0,53,10
2022-08-05,4,2,75.65,0,65,21
2022-08-05,4,3,328.12,0,53,23
2022-08-05,4,4,56.3,0,90,18
2022-08-05,4,5,99.73,1,100,37
2022-08-05,4,6,196.88,0,48,28
2022-08-05,4,7,224.33,1,82,25
2022-08-05,4,8,74.62,0,99,25
2022-08-05,4,9,307.55,0,60,20
2022-08-05,4,10,118.22,0,55,34
2022-08-05,4,11,164.65,0,54,26
2022-08-05,4,12,91.88,0,90,30
2022-08-05,4,13,236.44,1,77,42
2022-08-05,4,14,383.53,0,117,34
2022-08-05,4,15,383.64,0,106,29
2022-08-05,4,16,359.91,1,97,49
2022-08-05,4,17,235.96,0,74,35
2022-08-05,4,18,91.41,0,110,38
2022-08-05,4,19,418.31,0,100,31
2022-08-05,4,20,230.89,0,130,42
2022-08-05,5,1,56.84,0,107,17
2022-08-05,5,2,445.55,1,98,24
2022-08-05,5,3,184.45,0,45,24
2022-08-05,5,4,79.63,1,87,36
2022-08-05,5,5,250.51,0,79,26
2022-08-05,5,6,227.01,0,71,30
2022-08-05,5,7,416.73,0,65,27
2022-08-05,5,8,368.48,1,96,38
2022-08-05,5,9,332.32,0,110,30
2022-08-05,5,10,415.28,0,76,29
2022-08-05,5,11,192.35,0,56,30
2022-08-05,5,12,357.12,0,103,31
2022-08-05,5,13,101.35,0,99,30
2022-08-05,5,14,322.87,0,138,44
2022-08-05,5,15,226.52,0,122,41
2022-08-05,5,16,490.64,0,89,36
2022-08-05,5,17,378.4,1,108,47
2022-08-05,5,18,466.71,0,90,37
2022-08-05,5,19,151.25,1,104,48
2022-08-05,5,20,84.3,0,138,42
2022-08-05,6,1,86.24,0,81,26
2022-08-05,6,2,227.09,1,76,24
2022-08-05,6,3,377.04,0,65,22
2022-08-05,6,4,323.3,0,121,23
2022-08-05,6,5,105.86,0,124,27
2022-08-05,6,6,68.07,1,83,36
2022-08-05,6,7,492.08,0,122,35
2022-08-05,6,8,297.36,0,51,27
2022-08-05,6,9,186.02,0,57,28
2022-08-05,6,10,287.97,1,77,43
2022-08-05,6,11,368.17,0,68,26
2022-08-05,6,12,307.76,0,127,33
2022-08-05,6,13,85.53,0,133,34
2022-08-05,6,14,193.79,1,113,41
2022-08-05,6,15,311.1,0,59,35
2022-08-05,6,16,67.5,0,132,39
2022-08-05,6,17,417.79,0,66,39
2022-08-05,6,18,69.2,0,130,34
2022-08-05,6,19,243.48,0,79,36
2022-08-05,6,20,149.4,0,69,44
2022-08-05,7,1,163.33,0,83,23
2022-08-05,7,2,365.09,0,80,17
2022-08-05,7,3,154.29,1,106,33
2022-08-05,7,4,321.55,1,115,35
2022-08-05,7,5,242.86,1,70,35
2022-08-05,7,6,434.91,0,94,37
2022-08-05,7,7,343.5,0,104,29
2022-08-05,7,8,87.92,0,72,26
2022-08-05,7,9,192.17,0,65,33
2022-08-05,7,10,58.87,0,101,35
2022-08-05,7,11,278.17,0,94,37
2022-08-05,7,12,59.8,0,113,36
2022-08-05,7,13,236.54,1,126,45
2022-08-05,7,14,440.66,0,74,37
2022-08-05,7,15,161.23,0,110,41
2022-08-05,7,16,285.5,1,82,42
2022-08-05,7,17,472.48,0,73,32
2022-08-05,7,18,244.78,0,114,36
2022-08-05,7,19,195.03,0,75,40
2022-08-05,7,20,453.56,1,121,55
2022-08-05,8,1,275.62,0,88,20
2022-08-05,8,2,392.09,0,67,24
2022-08-05,8,3,283.24,0,117,26
2022-08-05,8,4,52.58,0,109,19
2022-08-05,8,5,484.41,0,97,21
2022-08-05,8,6,315.41,1,104,37
2022-08-05,8,7,201.25,0,47,27
2022-08-05,8,8,352.24,0,76,26
2022-08-05,8,9,486.49,0,59,32
